"","id","label","url","description","matchText","PossibleAlias","wikiDataMatch"
"4591","Q7817908","Tom Uren","//www.wikidata.org/wiki/Q7817908","Australian  politician","Tom Uren",NA,"Y"
"4592","Q21935987","Tom Uren Park","//www.wikidata.org/wiki/Q21935987","park in New South Wales, Australia","Tom Uren Park",NA,"Y"
"4593","Q75855733","Brian Patrick Morgan Keeling","//www.wikidata.org/wiki/Q75855733","(1927-1990)","Brian Patrick Morgan Keeling",NA,"Y"
"4594","Q29145407","Sarah Elizabeth Hay-Williams","//www.wikidata.org/wiki/Q29145407","British artist and botanical illustrator (1801-1876)","Sara Williams","Sara Williams","Y"
"4595","Q1240162","Donald Metcalf","//www.wikidata.org/wiki/Q1240162","Australian medical researcher","Donald Metcalf",NA,"Y"
"4596","Q47485568","Donald Metcalf AC. 26 February 1929 — 15 December 2014","//www.wikidata.org/wiki/Q47485568","Biographical article","Donald Metcalf AC. 26 February 1929 — 15 December 2014",NA,"Y"
"4597","Q34460219","Donald Metcalf (1929-2014).","//www.wikidata.org/wiki/Q34460219","scientific article","Donald Metcalf (1929-2014).",NA,"Y"
"4598","Q35156999","Donald Metcalf: The father of modern hematology.","//www.wikidata.org/wiki/Q35156999","scientific article","Donald Metcalf: The father of modern hematology.",NA,"Y"
"4599","Q5294879","Donald Metcalfe","//www.wikidata.org/wiki/Q5294879","English rugby union footballer, and rugby league footballer and coach","Donald Metcalfe",NA,"Y"
"4600","Q61783441","Donald Metcalf (1929-2014)","//www.wikidata.org/wiki/Q61783441","scientific article published on 10 February 2015","Donald Metcalf (1929-2014)",NA,"Y"
"4601","Q62818206","Donald Metcalf (1929–2014)","//www.wikidata.org/wiki/Q62818206","scientific article published on 01 January 2015","Donald Metcalf (1929–2014)",NA,"Y"
"4602","Q48048377","Donald Metcalf, 'Father of CSF' (1929-2014).","//www.wikidata.org/wiki/Q48048377","scientific article published in March 2015","Donald Metcalf, 'Father of CSF' (1929-2014).",NA,"Y"
"4603","Q26480985","Cedric Davies, 2nd Baron Darwen","//www.wikidata.org/wiki/Q26480985","peer","Cedric Davies, 2nd Baron Darwen",NA,"Y"
"4604","Q7405347","Sallyanne Atkinson","//www.wikidata.org/wiki/Q7405347","Australian politician","Sallyanne Atkinson",NA,"Y"
"4605","Q7353658","Roc Kirby","//www.wikidata.org/wiki/Q7353658","Australian businessman, founder of Village Roadshow","Roc Kirby",NA,"Y"
"4606","Q505692","Peter Murphy","//www.wikidata.org/wiki/Q505692","English rock vocalist","Peter Murphy",NA,"Y"
"4607","Q2057277","Peter Murphy","//www.wikidata.org/wiki/Q2057277","English footballer","Peter Murphy",NA,"Y"
"4608","Q602933","Peter Murphy","//www.wikidata.org/wiki/Q602933","Wikimedia disambiguation page","Peter Murphy",NA,"Y"
"4609","Q58381034","Peter Murphy","//www.wikidata.org/wiki/Q58381034","Luxembourgish short track speed skater","Peter Murphy",NA,"Y"
"4610","Q7176005","Peter Murphy","//www.wikidata.org/wiki/Q7176005","American politician","Peter Murphy",NA,"Y"
"4611","Q3376776","Peter Murphy","//www.wikidata.org/wiki/Q3376776","Irish footballer","Peter Murphy",NA,"Y"
"4612","Q7176003","Peter Murphy","//www.wikidata.org/wiki/Q7176003","English football defender","Peter Murphy",NA,"Y"
"4613","Q7176001","Peter Murphy","//www.wikidata.org/wiki/Q7176001","Irish radio and television broadcaster","Peter Murphy",NA,"Y"
"4614","Q7176002","Peter Murphy","//www.wikidata.org/wiki/Q7176002","American businessman","Peter Murphy",NA,"Y"
"4615","Q7175999","Peter Murphy","//www.wikidata.org/wiki/Q7175999","English artist","Peter Murphy",NA,"Y"
"4616","Q55264576","John Francis Lovering","//www.wikidata.org/wiki/Q55264576",NA,"John Francis Lovering",NA,"Y"
"4617","Q190924","Michael Johnson","//www.wikidata.org/wiki/Q190924","Retired American sprinter","Michael Johnson",NA,"Y"
"4618","Q29456","Michael Johnson","//www.wikidata.org/wiki/Q29456","English footballer","Michael Johnson",NA,"Y"
"4619","Q230394","Michael Johnson","//www.wikidata.org/wiki/Q230394","Wikimedia disambiguation page","Michael Johnson",NA,"Y"
"4620","Q57056207","Michael E. Johnson","//www.wikidata.org/wiki/Q57056207","researcher","Michael Johnson","Michael Johnson","Y"
"4621","Q1928051","Michael Johnson","//www.wikidata.org/wiki/Q1928051","American pop, country and folk singer-songwriter and guitarist","Michael Johnson",NA,"Y"
"4622","Q4896337","Michael Johnson","//www.wikidata.org/wiki/Q4896337","American mixed martial artist","Michael Johnson",NA,"Y"
"4623","Q20667583","Michael Johnson","//www.wikidata.org/wiki/Q20667583","Australian painter","Michael Johnson",NA,"Y"
"4624","Q898451","Michael Johnson","//www.wikidata.org/wiki/Q898451","association football player and manager","Michael Johnson",NA,"Y"
"4625","Q496521","Mike Johnson","//www.wikidata.org/wiki/Q496521","Canadian baseball player, born 1975","Michael Johnson","Michael Johnson","Y"
"4626","Q57427460","Michael Johnson","//www.wikidata.org/wiki/Q57427460","researcher ORCID ID = 0000-0001-5078-9896","Michael Johnson",NA,"Y"
"4627","Q1371498","John McLean","//www.wikidata.org/wiki/Q1371498","American jurist and politician","John McLean",NA,"Y"
"4628","Q1701045","John McLean","//www.wikidata.org/wiki/Q1701045","athlete","John McLean",NA,"Y"
"4629","Q1265521","John McLean","//www.wikidata.org/wiki/Q1265521","Wikimedia disambiguation page","John McLean",NA,"Y"
"4630","Q365866","John McLean","//www.wikidata.org/wiki/Q365866","Illinois politician","John McLean",NA,"Y"
"4631","Q66476265","John McLean","//www.wikidata.org/wiki/Q66476265","Scottish explorer of Canada","John McLean",NA,"Y"
"4632","Q21462514","John McLean","//www.wikidata.org/wiki/Q21462514","British painter","John McLean",NA,"Y"
"4633","Q6255484","John R. McLean","//www.wikidata.org/wiki/Q6255484","American newspaper publisher","John McLean","John McLean","Y"
"4634","Q75694646","John McLean","//www.wikidata.org/wiki/Q75694646","Peerage person ID=291215","John McLean",NA,"Y"
"4635","Q50015148","John Walford McLean","//www.wikidata.org/wiki/Q50015148","(1925-2009), dentist and President, British Dental Association","John McLean","John McLean","Y"
"4636","Q16065841","John McLean","//www.wikidata.org/wiki/Q16065841","bishop","John McLean",NA,"Y"
"4637","Q6249992","John Macrossan","//www.wikidata.org/wiki/Q6249992","Australian politician","John Murtagh Macrossan","John Murtagh Macrossan","Y"
"4638","Q6249995","John Murtagh Macrossan","//www.wikidata.org/wiki/Q6249995","Australian judge","John Murtagh Macrossan",NA,"Y"
"4639","Q47523551","Robert Garth Boomer","//www.wikidata.org/wiki/Q47523551","(1940–1993) educationist","Robert Garth Boomer",NA,"Y"
"4640","Q260236","Michael Clyne","//www.wikidata.org/wiki/Q260236","Australian linguist","Michael George Clyne","Michael George Clyne","Y"
"4641","Q19594192","Ted Smith","//www.wikidata.org/wiki/Q19594192","English association football player","Edward James Smith","Edward James Smith","Y"
"4642","Q62079651","Edward James Smith","//www.wikidata.org/wiki/Q62079651","(fl 1857-1859)","Edward James Smith",NA,"Y"
"4643","Q258233","Leslie Winkle","//www.wikidata.org/wiki/Q258233","fictional character from the television series The Big Bang Theory","Leslie Winkle",NA,"Y"
"4644","Q4346643","John Passmore","//www.wikidata.org/wiki/Q4346643","Australian philosopher","John Arthur Passmore","John Arthur Passmore","Y"
"4645","Q52893735","Peter Leeman","//www.wikidata.org/wiki/Q52893735",NA,"Peter Leeman",NA,"Y"
"4646","Q52154831","John Charles Hall","//www.wikidata.org/wiki/Q52154831","surgeon","John Charles Hall",NA,"Y"
"4647","Q94150498","John Charles Hall","//www.wikidata.org/wiki/Q94150498",NA,"John Charles Hall",NA,"Y"
"4648","Q6240012","John How","//www.wikidata.org/wiki/Q6240012","Anglican bishop","John Charles Halland How","John Charles Halland How","Y"
"4649","Q75689957","Wayne John Richards","//www.wikidata.org/wiki/Q75689957","born 1952","Wayne John Richards",NA,"Y"
"4650","Q4149774","Bradford murders","//www.wikidata.org/wiki/Q4149774","British serial killer (it might be best to split up this item, one for the killer, another for the victims)","Stephen Griffiths","Stephen Griffiths","Y"
"4651","Q59545367","Stephen Griffiths","//www.wikidata.org/wiki/Q59545367","researcher ORCID ID = 0000-0003-3882-3654","Stephen Griffiths",NA,"Y"
"4652","Q58422975","Stephen Griffiths","//www.wikidata.org/wiki/Q58422975","researcher ORCID ID = 0000-0002-4654-2636","Stephen Griffiths",NA,"Y"
"4653","Q7609364","Stephen Griffiths","//www.wikidata.org/wiki/Q7609364","Wikimedia disambiguation page","Stephen Griffiths",NA,"Y"
"4654","Q95831493","Stephen Griffiths","//www.wikidata.org/wiki/Q95831493",NA,"Stephen Griffiths",NA,"Y"
"4655","Q56420786","Jack Lee","//www.wikidata.org/wiki/Q56420786","researcher","Jack Lee",NA,"Y"
"4656","Q3157245","Jack Lee","//www.wikidata.org/wiki/Q3157245","British film director","Jack Lee",NA,"Y"
"4657","Q6113634","Jack Lee","//www.wikidata.org/wiki/Q6113634","English footballer","Jack Lee",NA,"Y"
"4658","Q943357","Jack Lee","//www.wikidata.org/wiki/Q943357","Wikimedia disambiguation page","Jack Lee",NA,"Y"
"4659","Q15838494","Jack Lee","//www.wikidata.org/wiki/Q15838494",NA,"Jack Lee",NA,"Y"
"4660","Q14949290","Jack Tsen-Ta Lee","//www.wikidata.org/wiki/Q14949290","Singaporean law academic","Jack Lee","Jack Lee","Y"
"4661","Q6113628","Jack Lee","//www.wikidata.org/wiki/Q6113628","English cricketer","Jack Lee",NA,"Y"
"4662","Q8988478","Jack Lee","//www.wikidata.org/wiki/Q8988478","actor, television actor and film actor","Jack Lee",NA,"Y"
"4663","Q16257762","Jack Lee","//www.wikidata.org/wiki/Q16257762","Canadian musician","Jack Lee",NA,"Y"
"4664","Q6113631","Jack Lee","//www.wikidata.org/wiki/Q6113631","American musician","Jack Lee",NA,"Y"
"4665","Q42758692","James Michael White","//www.wikidata.org/wiki/Q42758692","researcher","James Michael White",NA,"Y"
"4666","Q6849258","Mike White","//www.wikidata.org/wiki/Q6849258","American football player","James Michael White","James Michael White","Y"
"4667","Q57572486","James White","//www.wikidata.org/wiki/Q57572486","Australian judge","James Michael White","James Michael White","Y"
"4668","Q15463350","John Niland","//www.wikidata.org/wiki/Q15463350","Australian academic","John Rodney Niland","John Rodney Niland","Y"
"4669","Q89489158","Patrick Geraghty","//www.wikidata.org/wiki/Q89489158","researcher","Patrick Geraghty",NA,"Y"
"4670","Q17479578","Patrick Geraghty","//www.wikidata.org/wiki/Q17479578","American politician","Patrick Geraghty",NA,"Y"
"4671","Q2979432","Clive James","//www.wikidata.org/wiki/Q2979432","Australian author","Clive James",NA,"Y"
"4672","Q75505341","Clive James Broun","//www.wikidata.org/wiki/Q75505341","born 1960","Clive James Broun",NA,"Y"
"4673","Q4545158","...on Television","//www.wikidata.org/wiki/Q4545158","late-night television programme","Clive James on Television","Clive James on Television","Y"
"4674","Q18001012","Clive Currie","//www.wikidata.org/wiki/Q18001012","New Zealand rugby union player and cricketer","Clive James Currie","Clive James Currie","Y"
"4675","Q85752975","Clive James's Postcard from...","//www.wikidata.org/wiki/Q85752975",NA,"Clive James's Postcard from...",NA,"Y"
"4676","Q75941243","Charles Henry Richardson","//www.wikidata.org/wiki/Q75941243","died 1931","Charles Henry Richardson",NA,"Y"
"4677","Q61050106","Jorg Imberger","//www.wikidata.org/wiki/Q61050106",NA,"Jorg Imberger",NA,"Y"
"4678","Q6120119","Jacqueline Jarrett Goodnow","//www.wikidata.org/wiki/Q6120119","Australian psychologist","Jacqueline Jarrett Goodnow",NA,"Y"
"4679","Q15972525","Natascha McNamara","//www.wikidata.org/wiki/Q15972525","Australian academic, researcher and activist","Natascha Duschene McNamara","Natascha Duschene McNamara","Y"
"4680","Q7349912","Robert Somervaille","//www.wikidata.org/wiki/Q7349912","Australian businessman","Robert Duncan Somervaille","Robert Duncan Somervaille","Y"
"4681","Q4978443","Bruce Webster","//www.wikidata.org/wiki/Q4978443","Australian politician and broadcaster","Bruce Laurence Webster","Bruce Laurence Webster","Y"
"4682","Q42887786","Robert Moore","//www.wikidata.org/wiki/Q42887786","researcher","Robert Moore",NA,"Y"
"4683","Q2158298","Robert Moore","//www.wikidata.org/wiki/Q2158298","American director","Robert Moore",NA,"Y"
"4684","Q13219725","Robert Moore","//www.wikidata.org/wiki/Q13219725","American politician in Pennsylvania, 1778-1831","Robert Moore",NA,"Y"
"4685","Q75463400","Robert Moore","//www.wikidata.org/wiki/Q75463400","(1668-1724)","Robert Moore",NA,"Y"
"4686","Q75462086","Robert Moore","//www.wikidata.org/wiki/Q75462086","died 1650","Robert Moore",NA,"Y"
"4687","Q1206904","Robert Moore","//www.wikidata.org/wiki/Q1206904","Wikimedia disambiguation page","Robert Moore",NA,"Y"
"4688","Q75463430","Robert Moore","//www.wikidata.org/wiki/Q75463430","(1742-1788)","Robert Moore",NA,"Y"
"4689","Q75274285","Robert Moore","//www.wikidata.org/wiki/Q75274285","died 1728","Robert Moore",NA,"Y"
"4690","Q75463376","Robert Moore","//www.wikidata.org/wiki/Q75463376","d.1625","Robert Moore",NA,"Y"
"4691","Q75463450","Robert Moore","//www.wikidata.org/wiki/Q75463450","(1774-1822)","Robert Moore",NA,"Y"
"4692","Q2157715","Robert John Fleming","//www.wikidata.org/wiki/Q2157715","Canadian politician","Robert John Fleming",NA,"Y"
"4693","Q885929","Robert John Fleming","//www.wikidata.org/wiki/Q885929","Governor of the Panama Canal Zone","Robert John Fleming",NA,"Y"
"4694","Q2157705","Robert John Fleming","//www.wikidata.org/wiki/Q2157705","Wikimedia disambiguation page","Robert John Fleming",NA,"Y"
"4695","Q1502956","Geoff Chisholm","//www.wikidata.org/wiki/Q1502956","Australian politician","Geoffrey Donald Chisholm","Geoffrey Donald Chisholm","Y"
"4696","Q21063057","Pixie Annat","//www.wikidata.org/wiki/Q21063057","Australian nurse","Isobel Mary Annat","Isobel Mary Annat","Y"
"4697","Q1239052","Don Chipp","//www.wikidata.org/wiki/Q1239052","Australian politician","Donald Leslie Chipp","Donald Leslie Chipp","Y"
"4698","Q12784082","Alan Hunter","//www.wikidata.org/wiki/Q12784082","British general","Alan John Hunter","Alan John Hunter","Y"
"4699","Q75684208","Shirley Nelson","//www.wikidata.org/wiki/Q75684208","Peerage person ID=287561","Shirley Nelson",NA,"Y"
"4700","Q94114528","Shirley Nelson Garner","//www.wikidata.org/wiki/Q94114528",NA,"Shirley Nelson Garner",NA,"Y"
"4701","Q76349798","Elizabeth Ann Lewis","//www.wikidata.org/wiki/Q76349798","Peerage person ID=705878","Elizabeth Ann Lewis",NA,"Y"
"4702","Q36547198","Elizabeth Ann Lewis","//www.wikidata.org/wiki/Q36547198",NA,"Elizabeth Ann Lewis",NA,"Y"
"4703","Q47476920","Robert Charles Clarke","//www.wikidata.org/wiki/Q47476920",NA,"Robert Charles Clarke",NA,"Y"
"4704","Q7176959","Peter Sinclair","//www.wikidata.org/wiki/Q7176959","Australian naval officer and governor","Peter Ross Sinclair","Peter Ross Sinclair","Y"
"4705","Q56572683","David De Souza","//www.wikidata.org/wiki/Q56572683","researcher","David De Souza",NA,"Y"
"4706","Q60482705","David de Souza","//www.wikidata.org/wiki/Q60482705","Portuguese composer","David de Souza",NA,"Y"
"4707","Q63069613","David de Souza Meira","//www.wikidata.org/wiki/Q63069613",NA,"David de Souza Meira",NA,"Y"
"4708","Q96181371","David de Souza Costa","//www.wikidata.org/wiki/Q96181371",NA,"David de Souza Costa",NA,"Y"
"4709","Q17402463","Barry Maddern","//www.wikidata.org/wiki/Q17402463","Australian lawyer","Barry James Maddern","Barry James Maddern","Y"
"4710","Q42351236","Tony Parsons","//www.wikidata.org/wiki/Q42351236","Australian author","Anthony David Parsons","Anthony David Parsons","Y"
"4711","Q66424601","Glenn Withers","//www.wikidata.org/wiki/Q66424601","Australian economist","Glenn Alexander Withers","Glenn Alexander Withers","Y"
"4712","Q22105608","Leonard Edgar Couchman","//www.wikidata.org/wiki/Q22105608",NA,"Leonard Edgar Couchman",NA,"Y"
"4713","Q1384683","Kevin Berry","//www.wikidata.org/wiki/Q1384683","Australian swimmer, Olympic gold medallist, former world record holder","Kevin John Berry","Kevin John Berry","Y"
"4714","Q4706847","Alan Head","//www.wikidata.org/wiki/Q4706847","Australian physicist","Alan Kenneth Head","Alan Kenneth Head","Y"
"4715","Q47485386","Alan Kenneth Head AO FAA. 10 August 1925 -- 9 January 2010","//www.wikidata.org/wiki/Q47485386","Biographical article","Alan Kenneth Head AO FAA. 10 August 1925 -- 9 January 2010",NA,"Y"
"4716","Q5539500","George Freudenstein","//www.wikidata.org/wiki/Q5539500","Australian politician","George Freudenstein",NA,"Y"
"4717","Q2502092","Gordon Jones","//www.wikidata.org/wiki/Q2502092","American actor","Gordon Jones",NA,"Y"
"4718","Q47123768","Gordon Jones","//www.wikidata.org/wiki/Q47123768",NA,"Gordon Jones",NA,"Y"
"4719","Q5585382","Gordon Jones","//www.wikidata.org/wiki/Q5585382","footballer","Gordon Jones",NA,"Y"
"4720","Q5585380","Gordon Jones","//www.wikidata.org/wiki/Q5585380","American baseball player and coach","Gordon Jones",NA,"Y"
"4721","Q5585377","Gordon Jones","//www.wikidata.org/wiki/Q5585377","American football player","Gordon Jones",NA,"Y"
"4722","Q5585381","Gordon Jones","//www.wikidata.org/wiki/Q5585381","English footballer","Gordon Jones",NA,"Y"
"4723","Q25206987","Gordon Jones","//www.wikidata.org/wiki/Q25206987","association football player","Gordon Jones",NA,"Y"
"4724","Q76334624","Gordon Jones","//www.wikidata.org/wiki/Q76334624","Peerage person ID=696958","Gordon Jones",NA,"Y"
"4725","Q5585376","Gordon Jones","//www.wikidata.org/wiki/Q5585376","Wikimedia disambiguation page","Gordon Jones",NA,"Y"
"4726","Q5585379","Gordon Jones","//www.wikidata.org/wiki/Q5585379","British musician","Gordon Jones",NA,"Y"
"4727","Q76217149","Anthony Thomas Wilson","//www.wikidata.org/wiki/Q76217149","1908-1979","Anthony Thomas Wilson",NA,"Y"
"4728","Q7145717","Patricia Mather","//www.wikidata.org/wiki/Q7145717","Australian zoologist","Patricia Mather",NA,"Y"
"4729","Q50420985","Wendy Page","//www.wikidata.org/wiki/Q50420985","researcher","Wendy Page",NA,"Y"
"4730","Q57260841","Wendy Page","//www.wikidata.org/wiki/Q57260841","Journalist and Television Journalist","Wendy Page",NA,"Y"
"4731","Q87965341","Wendy Page","//www.wikidata.org/wiki/Q87965341","researcher (ORCID 0000-0001-7335-5476)","Wendy Page",NA,"Y"
"4732","Q6139879","James Mollison","//www.wikidata.org/wiki/Q6139879","Australian art gallery director","James Mollison",NA,"Y"
"4733","Q6139881","James Mollison","//www.wikidata.org/wiki/Q6139881","Wikimedia disambiguation page","James Mollison",NA,"Y"
"4734","Q94785929","James Mollison","//www.wikidata.org/wiki/Q94785929",NA,"James Mollison",NA,"Y"
"4735","Q3182039","John McCallum","//www.wikidata.org/wiki/Q3182039","Australian theatre and film actor","John Neil McCallum","John Neil McCallum","Y"
"4736","Q20825692","Justin O'Brien","//www.wikidata.org/wiki/Q20825692","Australian painter","Justin Maurice O'Brien","Justin Maurice O'Brien","Y"
"4737","Q20981197","Erica McGilchrist","//www.wikidata.org/wiki/Q20981197","Australian painter","Erica Margaret McGilchrist","Erica Margaret McGilchrist","Y"
"4738","Q47527999","Frank Vincent Baden-Powell","//www.wikidata.org/wiki/Q47527999","(1929–1992) actor, director, theatre-restaurant entrepreneur and city councillor","Frank Vincent Baden-Powell",NA,"Y"
"4739","Q7493145","Sheila Scotter","//www.wikidata.org/wiki/Q7493145","Australian fashion businesswoman","Sheila Winifred Gordon Scotter","Sheila Winifred Gordon Scotter","Y"
"4740","Q7982605","Wendy Blacklock","//www.wikidata.org/wiki/Q7982605","Australian actress","Wendy Blacklock",NA,"Y"
"4741","Q2865024","Arthur Boyd","//www.wikidata.org/wiki/Q2865024","Australian painter","Arthur Merric Bloomfield Boyd","Arthur Merric Bloomfield Boyd","Y"
"4742","Q57804862","Berek Segan","//www.wikidata.org/wiki/Q57804862","patron of the arts","Berek Robert Segan","Berek Robert Segan","Y"
"4743","Q7359161","Roger Woodward","//www.wikidata.org/wiki/Q7359161","Australian classical pianist","Roger Robert Woodward","Roger Robert Woodward","Y"
"4744","Q75878713","John Arthur Cooke","//www.wikidata.org/wiki/Q75878713","Peerage person ID=375343","John Arthur Cooke",NA,"Y"
"4745","Q76098529","John Arthur Cooke-Hurle","//www.wikidata.org/wiki/Q76098529","born 1863","John Arthur Cooke-Hurle",NA,"Y"
"4746","Q18559904","William Nicholas Darnell","//www.wikidata.org/wiki/Q18559904","Church of England clergyman and antiquarian","William Darnell","William Darnell","Y"
"4747","Q64856930","Raymond Cook","//www.wikidata.org/wiki/Q64856930",NA,"Raymond Cook",NA,"Y"
"4748","Q2713404","Nancy Thompson","//www.wikidata.org/wiki/Q2713404","fictional character in the A Nightmare on Elm Street franchise","Nancy Thompson",NA,"Y"
"4749","Q75453550","Nancy Thompson","//www.wikidata.org/wiki/Q75453550","Peerage person ID=151629","Nancy Thompson",NA,"Y"
"4750","Q6963041","Nancy Thompson","//www.wikidata.org/wiki/Q6963041","American politician","Nancy Thompson",NA,"Y"
"4751","Q6963039","Nancy Thompson","//www.wikidata.org/wiki/Q6963039","Wikimedia disambiguation page","Nancy Thompson",NA,"Y"
"4752","Q60055491","Nancy Thompson","//www.wikidata.org/wiki/Q60055491","researcher ORCID ID = 0000-0002-1914-0623","Nancy Thompson",NA,"Y"
"4753","Q56650481","Nancy Genn","//www.wikidata.org/wiki/Q56650481","American artist (1929- )","Nancy Thompson Genn","Nancy Thompson Genn","Y"
"4754","Q94114732","Nancy Thompson-Frey","//www.wikidata.org/wiki/Q94114732",NA,"Nancy Thompson-Frey",NA,"Y"
"4755","Q92061572","Philippa Judith Smith","//www.wikidata.org/wiki/Q92061572","Australian organization executive and business executive","Philippa Judith Smith",NA,"Y"
"4756","Q60675605","Keith Middleton","//www.wikidata.org/wiki/Q60675605","Australian rugby league football","Keith Middleton",NA,"Y"
"4757","Q16728490","Michelle Den Dekker","//www.wikidata.org/wiki/Q16728490","Australian netball player","Michelle Fielke","Michelle Fielke","Y"
"4758","Q4685688","Adrienne Clarke","//www.wikidata.org/wiki/Q4685688","Australian plant geneticist & botanist (1938 -)","Adrienne Elizabeth Clarke","Adrienne Elizabeth Clarke","Y"
"4759","Q2920317","Charlie Yankos","//www.wikidata.org/wiki/Q2920317","Australian soccer player","Charlie Yankos",NA,"Y"
"4760","Q19975564","Trevor Allan","//www.wikidata.org/wiki/Q19975564","Australian tennis player (1955-)","Trevor Allan",NA,"Y"
"4761","Q3538553","Trevor Allan","//www.wikidata.org/wiki/Q3538553","Australian rugby union footballer, and rugby league footballer and coach","Trevor Allan",NA,"Y"
"4762","Q7839029","Trevor Allan","//www.wikidata.org/wiki/Q7839029","British legal scholar","Trevor Allan",NA,"Y"
"4763","Q30707815","Trevor Allan","//www.wikidata.org/wiki/Q30707815","Wikimedia disambiguation page","Trevor Allan",NA,"Y"
"4764","Q75425417","Trevor Allan Harris","//www.wikidata.org/wiki/Q75425417","born 1968","Trevor Allan Harris",NA,"Y"
"4765","Q5694109","Heather Southcott","//www.wikidata.org/wiki/Q5694109","Australian politician","Heather Joyce Southcott","Heather Joyce Southcott","Y"
"4766","Q2581437","Willie Dunn","//www.wikidata.org/wiki/Q2581437","Canadian politician, writer, filmmaker, and musician","William Dunn","William Dunn","Y"
"4767","Q75891010","William Dunn","//www.wikidata.org/wiki/Q75891010","(1820-1861)","William Dunn",NA,"Y"
"4768","Q75891013","William Dunn","//www.wikidata.org/wiki/Q75891013","(1860-1938)","William Dunn",NA,"Y"
"4769","Q8008130","William Dunn","//www.wikidata.org/wiki/Q8008130","Wikimedia disambiguation page","William Dunn",NA,"Y"
"4770","Q15995041","Sir William Dunn, 1st Baronet, of Lakenheath","//www.wikidata.org/wiki/Q15995041","British politician","William Dunn","William Dunn","Y"
"4771","Q23585445","William Dunn","//www.wikidata.org/wiki/Q23585445","Australian politician","William Dunn",NA,"Y"
"4772","Q75509563","William Dunn","//www.wikidata.org/wiki/Q75509563","born 1993","William Dunn",NA,"Y"
"4773","Q76094847","William Dunn","//www.wikidata.org/wiki/Q76094847","Peerage person ID=526823","William Dunn",NA,"Y"
"4774","Q62076914","William Dunn","//www.wikidata.org/wiki/Q62076914","role-playing game designer","William Dunn",NA,"Y"
"4775","Q8017208","William R. Dunn","//www.wikidata.org/wiki/Q8017208","First American World War II ace, while in the Royal Air Force","William Dunn","William Dunn","Y"
"4776","Q80133628","Fanny Huntington Quincy","//www.wikidata.org/wiki/Q80133628","American essayist","Frances Huntington Quincy","Frances Huntington Quincy","Y"
"4777","Q88363172","Una Parry Boyce","//www.wikidata.org/wiki/Q88363172","(1911 - 2003), Nurse and Community worker","Una Parry Boyce",NA,"Y"
"4778","Q75581982","Robert James Hyde Dunnill","//www.wikidata.org/wiki/Q75581982","born 1975","Robert James Hyde Dunnill",NA,"Y"
"4779","Q75529996","Colin Woods","//www.wikidata.org/wiki/Q75529996","d. 2002","Colin Woods",NA,"Y"
"4780","Q5145695","Colin Woods","//www.wikidata.org/wiki/Q5145695","Australian police chief","Colin Woods",NA,"Y"
"4781","Q75652265","Colin Woodstock Campbell","//www.wikidata.org/wiki/Q75652265","born 1768","Colin Woodstock Campbell",NA,"Y"
"4782","Q5416380","Evelyn Millard","//www.wikidata.org/wiki/Q5416380","British actress","Evelyn Millard",NA,"Y"
"4783","Q43394355","Margaret Bell","//www.wikidata.org/wiki/Q43394355","accused of witchcraft","Margaret Bell",NA,"Y"
"4784","Q75433036","Margaret Bell","//www.wikidata.org/wiki/Q75433036","Peerage person ID=138439","Margaret Bell",NA,"Y"
"4785","Q43393186","Margret Bell","//www.wikidata.org/wiki/Q43393186","accused of witchcraft","Margaret Bell","Margaret Bell","Y"
"4786","Q76231646","Margaret Bell","//www.wikidata.org/wiki/Q76231646","Peerage person ID=623119","Margaret Bell",NA,"Y"
"4787","Q76314687","Margaret Bell","//www.wikidata.org/wiki/Q76314687","Peerage person ID=682150","Margaret Bell",NA,"Y"
"4788","Q6759179","Margaret Bell","//www.wikidata.org/wiki/Q6759179","Canadian high jumper","Margaret Bell",NA,"Y"
"4789","Q75432454","Margaret Bell","//www.wikidata.org/wiki/Q75432454","Peerage person ID=138109","Margaret Bell",NA,"Y"
"4790","Q43395849","Margaret Bell","//www.wikidata.org/wiki/Q43395849","Scottish witchcraft accused","Margaret Bell",NA,"Y"
"4791","Q19974878","Margaret Bell","//www.wikidata.org/wiki/Q19974878","American physician, professor of hygiene and physical education","Margaret Bell",NA,"Y"
"4792","Q66309813","Margaret Bell","//www.wikidata.org/wiki/Q66309813","British gymnast born 1945","Margaret Bell",NA,"Y"
"4793","Q57013014","Andrew Carter","//www.wikidata.org/wiki/Q57013014","geologist at Birkbeck University of London","Andrew Carter",NA,"Y"
"4794","Q42892092","Andrew Carter","//www.wikidata.org/wiki/Q42892092","Molecular Biologist at MRC Laboratory of Molecular Biology","Andrew Carter",NA,"Y"
"4795","Q55469119","Andrew Carter","//www.wikidata.org/wiki/Q55469119","member of Leeds City Council","Andrew Carter",NA,"Y"
"4796","Q4756566","Andrew Carter","//www.wikidata.org/wiki/Q4756566","British composer and conductor","Andrew Carter",NA,"Y"
"4797","Q4760500","Andy Carter","//www.wikidata.org/wiki/Q4760500","British middle-distance runner","Andrew Carter","Andrew Carter","Y"
"4798","Q4756568","Andrew Carter","//www.wikidata.org/wiki/Q4756568","cricketer","Andrew Carter",NA,"Y"
"4799","Q54592198","Andrew Carter","//www.wikidata.org/wiki/Q54592198","African-American entrepreneur who co-founded a radio station","Andrew Carter",NA,"Y"
